mallid,mall,name,usps,geoid,INTPTLAT,INTPTLONG,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,Homeowner_vacancy_rate_percent,Median_Age_Female,Median_Age_Male,Median_Age,Percent_65_years_and_over,Percent_American_Indian_and_Alaska_Native,Percent_Asian,Percent_Black_or_African_American,Percent_Family_households,Percent_Female,Percent_Male,Percent_Nonfamily_households,Percent_Occupied_housing_units,Percent_Some_Other_Race,Percent_White,Rental_vacancy_rate_percent
265,Charlottesville Fashion Square,Charlottesville city,virginia,51540,38.037658,-78.485381,43475,19189,26517362,52974,10.238,0.02,2.7,28,27.7,27.8,9.2,0.3,6.4,19.4,42.3,52.3,47.7,57.7,92.6,1.8,69.1,6,"shoes:2,children's footwear:1,women's clothing:5,children's apparel:2,hair care:2,clothing:11,fasion wholesale:1,jewelry:4,eyewear:2,mattress:1,personalized gifts:1,women's handbags:1,girl's clothing:1, clothing:1,women's jewelry:1,makeup:1,photography:1,plus size clothing:1,beauty products:2,consumer electronics:2,restaurant:2,nutritional supplements:1,footwear:1,clothing & shoes:1"
266,Short Pump Town Center,Richmond city,virginia,51760,37.531399,-77.476009,204214,98349,154894705,6880315,59.805,2.657,4.6,32.7,31.3,32,11.1,0.3,2.3,50.6,47.4,52.3,47.7,52.6,88.6,3.6,40.8,9.5,"men's gifts:1,shoes:2,headwear:1,women's clothing:7,sporting goods:1,clothing:17,ice cream:1,women's shoes:1,jewelry:5,chocolates:1,eyewear:1,personalized gifts:1,girl's clothing:1, clothing:1,men's clothing:1,coffee:1,telecommunication:1,beauty products:1,children's clothing:1,furniture:2,consumer electronics:1,stuffed animals:1,restaurant:6,candles:1,clothing & shoes:1"
267,The Mall at Green Hills,Davidson County,tennessee,47037,36.169129,-86.78479,626681,283978,1305438546,56749226,504.033,21.911,3.5,34.8,33.1,33.9,10.4,0.3,3,27.7,55.9,51.6,48.4,44.1,91.4,4.9,61.4,9.2,"men's gifts:1,shoes:1,children's footwear:1,denim:1,women's clothing:7,children's apparel:1,clothing:11,fasion wholesale:1,jewelry:3, accessories:1,chocolates:1,eyewear:2,women's handbags:1, clothing:1,men's clothing:1,coffee:1,makeup:1,beauty products:2,furniture:1,consumer electronics:1,restaurant:3, beauty products:1,nutritional supplements:1,footwear:1,clothing & shoes:1"
268,The Somerset Collection,Oakland County,michigan,26125,42.660452,-83.38421,1202362,527255,2247237402,102643656,867.663,39.631,2.5,41.3,39,40.2,13.2,0.3,5.6,13.6,65.8,51.5,48.5,34.2,91.7,1,77.3,11.8,"cookies:1,men's gifts:1,shoes:2,children's footwear:1,denim:1,women's clothing:7,children's apparel:1,clothing:17,fasion wholesale:1,jewelry:2, accessories:1,chocolates:1,eyewear:2,personalized gifts:1,girl's clothing:1, clothing:2,men's clothing:1,coffee:1,women's shoes:1,beauty products:3,furniture:2,consumer electronics:1,stuffed animals:1,restaurant:4,nutritional supplements:1,footwear:1,clothing & shoes:1"
269,Polaris Fashion Place,Delaware County,ohio,39041,40.278941,-83.007462,174214,66378,1147617685,36859321,443.098,14.231,2,37.9,36.9,37.4,9.5,0.1,4.3,3.4,76.4,50.7,49.3,23.6,94.5,0.6,89.7,7.7,"men's clothing:1,men's gifts:1,shoes:1,children's footwear:1,photography:2,makeup:1,women's clothing:5,children's apparel:3,skincare:1,beauty products:2,clothing & shoes:1,hair care:1,perfume:1,clothing:12,women's shoes:1,footwear:1,jewelry:4,restaurant:5,candles:1,chocolates:1, beauty products:1,eyewear:4,mattress:1,telecommunication:2,personalized gifts:1,women's handbags:1,girl's clothing:1,books and digital media:1,furniture:1, clothing:1,disney:1,women's jewelry:1"
270,Underground Atlanta,Fulton County,georgia,13121,33.790034,-84.468182,920581,437105,1363977166,19917366,526.635,7.69,5.2,35,33.3,34.2,9.1,0.2,5.6,44.1,55.6,51.3,48.7,44.4,86.1,3.4,44.5,13.7,"clothing:1,children's apparel:1,restaurant:2"
271,Redmond Town Center,King County,washington,53033,47.493554,-121.832375,1931249,851261,5479291809,495471264,2115.566,191.303,2.6,37.9,36.3,37.1,10.9,0.8,14.6,6.2,58.5,50.2,49.8,41.5,92.7,3.9,68.7,7.4,"coffee:1,sports clothing:1,shoes:1,restaurant:2,chocolates:1,women's clothing:1,eyewear:2,children's apparel:1,home furnishings:1,nutritional supplements:1,beauty products:2,women's jewelry:1,hair care:1,furniture:1,clothing:6, clothing:1,ice cream:1,telecommunication:1"
272,Aviation Mall,Washington County,new york,36115,43.312377,-73.439428,63216,28844,2152756071,38083243,831.184,14.704,2.2,43.4,40.2,41.7,15.4,0.2,0.4,3,67.4,48.2,51.8,32.6,83.7,0.7,94.6,7.3,"telecommunication:1,sporting goods:1,girl's clothing:1,women's clothing:3,beauty products:1,hair care:1,clothing:6,maternity clothing:1,department store:1,sports clothing:1,jewelry:1,restaurant:2,nutritional supplements:1,footwear:2,diamonds:1"
273,Villa Marina Marketplace,Los Angeles County,california,6037,34.196398,-118.261862,9818605,3445076,10509869649,1795012906,4057.884,693.058,1.7,35.9,33.6,34.8,10.9,0.7,13.7,8.7,67.7,50.7,49.3,32.3,94.1,21.8,50.3,5.8,"men's clothing:1,telecommunication:1,restaurant:2,women's clothing:1,beauty products:1,books and digital media:1,clothing:1"
274,NorthPark Center,Collin County,texas,48085,33.193885,-96.578153,782341,300960,2178761906,116235513,841.225,44.879,1.8,35.6,34.3,35,7.7,0.6,11.2,8.5,72.9,50.9,49.1,27.1,94.3,5.1,71.6,9,"cookies:2,men's gifts:1,shoes:3,denim:1,women's clothing:7,children's apparel:1,clothing:14,ice cream:1,women's shoes:3,fasion wholesale:1,jewelry:1, accessories:1,chocolates:1,eyewear:1,personalized gifts:1,diamonds:1, clothing:1,disney:1,men's clothing:1,coffee:1,telecommunication:1,makeup:1,beauty products:3,furniture:1,consumer electronics:1,stuffed animals:1,restaurant:5,nutritional supplements:1,clothing & shoes:1"
275,Harbor East,Baltimore city,maryland,24510,39.300213,-76.610516,620961,296685,209643241,28768302,80.944,11.108,4.2,35.7,33.1,34.4,11.7,0.4,2.3,63.7,53.6,52.9,47.1,46.4,84.2,1.8,29.6,10.7,coffee:1
276,The Shops of Grand Avenue,Outagamie County,wisconsin,55087,44.418226,-88.464988,176695,73149,1651177709,18299478,637.523,7.065,1.8,38.5,35.8,37.1,11.8,1.7,3,1,67.5,50.1,49.9,32.5,95.2,1.5,91.3,6.1,"telecommunication:3,restaurant:3,women's clothing:1,children's apparel:1,nutritional supplements:1,footwear:2,clothing:1"
277,Concord Mall,Elkhart County,indiana,18039,41.600693,-85.863986,197559,77767,1199605640,12432308,463.17,4.8,2.7,36,33.7,34.9,12.1,0.4,1,5.7,72,50.7,49.3,28,90.3,7.5,82.9,13.3,"sports apparel:1,jewelry:1,restaurant:2,women's clothing:2,nutritional supplements:1,beauty products:1,clothing:3"
278,The Mall at Partridge Creek,Macomb County,michigan,26099,42.671467,-82.910869,840978,356626,1241183094,237312769,479.223,91.627,2.2,41.1,38.6,39.9,14.3,0.3,3,8.6,67,51.4,48.6,33,93,0.6,85.4,10.2,"fasion wholesale:1,makeup:1,men's gifts:1,shoes:2,children's footwear:1, beauty products:1, accessories:1,chocolates:1,women's clothing:5,eyewear:2,sports apparel:1,jewelry:4,telecommunication:1,beauty products:2,personalized gifts:1,women's handbags:1,clothing:6,women's jewelry:1,plus size clothing:1,restaurant:3"
279,Provo Towne Centre,Davis County,utah,49011,41.037045,-112.202123,306479,97570,773832198,868122919,298.778,335.184,1.6,30,28.4,29.2,8.2,0.5,1.8,1.2,81.5,49.8,50.2,18.5,95.9,3.2,90,6.5,"nutritional supplements:1,footwear:2,sports clothing:1,jewelry:1,restaurant:3,women's clothing:1,photography:2,video games:1, beauty products:1,eyewear:2, clothing:1,sports apparel:1,telecommunication:2,beauty products:1,women's jewelry:1,hair care:2,diamonds:1,clothing:15,maternity clothing:1,shoes:1"
280,RiverTown Crossings,Kent County,michigan,26081,43.032497,-85.547446,602622,246901,2193584722,64739558,846.948,24.996,2.2,35.5,33.3,34.4,11.1,0.5,2.3,9.7,67,51,49,33,92,4.5,79.9,10.3,"men's clothing:1,shoes:2,children's footwear:1,plus size clothing:1,women's clothing:7,children's apparel:2,beauty products:3,sporting goods:1,cellular accessories:1,children's clothing:1,clothing:22,maternity clothing:1,jewelry:3,hair care:1,sports clothing:1,stuffed animals:1,restaurant:6,girl's clothing:1,candles:1,video games:1, beauty products:1,eyewear:1,perfume:1,nutritional supplements:1,telecommunication:2,personalized gifts:1,women's handbags:1,diamonds:1,books and digital media:1,furniture:1,women's jewelry:1,footwear:2"
281,The Avenue East Cobb,Cobb County,georgia,13067,33.93994,-84.574166,688078,286490,879428364,12868473,339.549,4.969,3.4,36.4,34.2,35.4,8.7,0.3,4.5,25,67.4,51.4,48.6,32.6,90.8,5.3,62.2,12.5,"men's clothing:1,women's shoes:1,women's clothing:4,children's apparel:2,home furnishings:1,beauty products:1,clothing:7,furniture:2,restaurant:1,eyewear:2,girl's clothing:1,books and digital media:1,clothing & shoes:1"
282,Oviedo Marketplace,Seminole County,florida,12117,28.690079,-81.13198,422718,181307,800879349,93428200,309.221,36.073,3,39.5,36.6,38.2,12,0.3,3.7,11.1,67,51.6,48.4,33,90.8,3.6,78.2,10.9,
283,Westmoreland Mall,Westmoreland County,pennsylvania,42129,40.311068,-79.466688,365169,168199,2661353634,22067359,1027.554,8.52,2,46.6,43.6,45.1,18.9,0.1,0.7,2.3,66.3,51.3,48.7,33.7,91.4,0.2,95.3,9.5,"shoes:1,children's footwear:1,women's clothing:5,children's apparel:1,sporting goods:1,clothing:13,maternity clothing:1,telecommunication:2,jewelry:6,headwear:1,eyewear:2,women's jewelry:1,girl's clothing:1,personalized gifts:1,men's clothing:2,women's shoes:1,sports apparel:1,beauty products:1,restaurant:4, beauty products:1,nutritional supplements:2,footwear:2"
284,St. Louis Union Station,St. Louis city,missouri,29510,38.635699,-90.244582,319294,176002,160343174,10683076,61.909,4.125,4.7,34.7,33.1,33.9,11,0.3,2.9,49.2,47.5,51.7,48.3,52.5,80.7,1.3,43.9,15.1,"headwear:1,clothing:1,restaurant:2"
285,The Oaks Shopping Center,Rutherford County,tennessee,47149,35.843369,-86.417213,262604,102968,1604145428,12143221,619.364,4.689,2.3,33.1,31.3,32.2,8.2,0.4,3,12.5,69.4,50.6,49.4,30.6,93.5,3.4,78.2,9.1,"home furnishings:1,clothing:1,telecommunication:1,footwear:1"
286,Dadeland Mall,Miami-Dade County,florida,12086,25.610494,-80.499045,2496435,989435,4915061046,1381673402,1897.716,533.467,3.2,39.4,36.9,38.2,14.1,0.2,1.5,18.9,69.5,51.6,48.4,30.5,87.7,3.2,73.8,8.9,"men's gifts:1,shoes:1,denim:1,women's clothing:4,children's apparel:1,skincare:1,clothing:9,guest services:1,telecommunication:1,fasion wholesale:1,jewelry:5,chocolates:1,eyewear:2,personalized gifts:1,women's handbags:1,women's jewelry:1,men's clothing:2,women's shoes:2,sports apparel:1,beauty products:2,consumer electronics:1,restaurant:5,perfume:1,nutritional supplements:1,footwear:1,clothing & shoes:1"
287,Arrowhead Mall,Muskogee County,oklahoma,40101,35.617551,-95.383911,70990,30908,2099056912,75962995,810.45,29.329,2.2,39,36.1,37.6,14.7,17.5,0.6,11.3,67.6,51.1,48.9,32.4,87.5,2.6,59.8,9.3,"cookies:1,sporting goods:1,photography:1,women's clothing:2,beauty products:1,hair care:1,clothing:5,restaurant:1,nutritional supplements:1,footwear:2,diamonds:1"
288,Brookfield Square,Waukesha County,wisconsin,55133,43.019308,-88.306707,389891,160864,1423388982,80346783,549.574,31.022,1.4,43,40.8,42,14.3,0.3,2.7,1.3,71.3,50.9,49.1,28.7,94.9,1,93.3,6.9,"cookies:1,shoes:1,headwear:1,women's clothing:7,hair care:1,clothing:10,jewelry:2,eyewear:1,personalized gifts:1,girl's clothing:1, clothing:2,women's jewelry:1,women's shoes:1,plus size clothing:1,sports apparel:1,beauty products:1,cellular accessories:1,children's clothing:1,consumer electronics:1,sports clothing:1,restaurant:3, beauty products:1,nutritional supplements:1,footwear:2"
289,Vintage Faire Mall,Stanislaus County,california,6099,37.562384,-121.002656,514453,179503,3871582888,51437339,1494.827,19.86,2.7,34.1,31.7,32.9,10.7,1.1,5.1,2.9,75.1,50.5,49.5,24.9,92,19.3,65.6,8.4,"men's clothing:1,coffee:1,video games:1,women's shoes:1,children's footwear:1,plus size clothing:2,women's clothing:3,children's apparel:3,sports apparel:1,beauty products:3,hair care:1,children's clothing:1,clothing:14,maternity clothing:1,ice cream:1,shoes:1,consumer electronics:2,footwear:1,stuffed animals:1,sports clothing:1,jewelry:4,restaurant:5,chocolates:1,eyewear:2,mattress:1,nutritional supplements:1,telecommunication:2,personalized gifts:1,women's handbags:1, clothing:2,disney:1,women's jewelry:1"
290,Ward Parkway Center,Johnson County,kansas,20091,38.883907,-94.82233,544179,226571,1226034453,16890687,473.375,6.522,1.9,37.6,35.2,36.4,10.9,0.4,4.2,4.3,68.2,51.2,48.8,31.8,94,2.5,86,10.2,"coffee:1,telecommunication:2,plus size clothing:1,beauty products:1,sporting goods:1,clothing:2,furniture:1,department store:1,jewelry:1,restaurant:1,nutritional supplements:1,footwear:1"
291,Valley Fair Mall,Gooding County,idaho,16047,42.973185,-114.82142,15464,6093,1888031360,12289863,728.973,4.745,2.7,35.8,33.3,34.3,15.1,0.8,0.5,0.2,71,48.3,51.7,29,90.8,15.3,80.7,8.2,"shoes:1,photography:1,women's clothing:2,beauty products:1,hair care:1,children's clothing:1,clothing:5,sports clothing:1,restaurant:5,eyewear:1,nutritional supplements:1,footwear:2"
292,Springfield Mall,Sussex County,virginia,51183,36.926645,-77.259732,12087,4696,1269664203,6755314,490.22,2.608,1.9,45.7,37.4,40.6,14.5,0.2,0.4,58.1,65.9,41.4,58.6,34.1,85.1,1.3,39.3,10.6,"department store:1,cookies:1,footwear:3,shoes:1,restaurant:3,children's footwear:1,women's clothing:2,eyewear:2,children's apparel:2,nutritional supplements:1,jewelry:3,beauty products:1,personalized gifts:1,diamonds:1,clothing:10,telecommunication:1"
293,DeSoto Square,Manatee County,florida,12081,27.481386,-82.365783,322833,172690,1924182235,387844764,742.931,149.748,4.5,47,44.2,45.7,23.3,0.3,1.6,8.7,64.9,51.6,48.4,35.1,78.6,5.3,81.9,15.7,"consumer electronics:1,hair care:2,shoes:1,restaurant:3,photography:2,video games:1,women's clothing:3,eyewear:3,sports apparel:1,jewelry:5,beauty products:1,headwear:1,footwear:3,nutritional supplements:2,clothing:7, clothing:1,telecommunication:1"
294,Paseo Nuevo,Santa Barbara County,california,6083,34.537378,-120.038485,423895,152834,7083838022,2729829365,2735.085,1053.993,1.7,35.1,32.3,33.6,12.8,1.3,4.9,2,64.5,49.8,50.2,35.5,93,17.4,69.6,4.5,"men's gifts:1,telecommunication:1,women's clothing:3,beauty products:2,clothing:8,women's shoes:1,fasion wholesale:1,jewelry:1,restaurant:4,chocolates:1,shoes:1,eyewear:1,footwear:1"
295,Galleria,Ramsey County,north dakota,38071,48.265551,-98.737329,11451,5615,3073936800,295415855,1186.854,114.061,0.9,44.5,41.1,43,18.1,8.7,0.4,0.4,60.7,50.3,49.7,39.3,88.2,0.2,87.7,8,"coffee:1, accessories:1,women's clothing:2,women's handbags:1,books and digital media:1,furniture:2"
296,Beachwood Place,Geauga County,ohio,39055,41.499322,-81.173505,93389,36574,1036420180,21054534,400.164,8.129,2.1,44.1,42.2,43.3,15.5,0.1,0.6,1.3,74.9,50.8,49.2,25.1,93.7,0.3,96.9,8.2,"denim:1,women's clothing:3,clothing:9,telecommunication:1,fasion wholesale:1,jewelry:2, accessories:1,chocolates:1,eyewear:1,women's jewelry:1,women's handbags:1,girl's clothing:1, clothing:1,personalized gifts:1,women's shoes:1,makeup:1,beauty products:2,furniture:1,restaurant:5,candles:1,nutritional supplements:1,footwear:1"
297,Mall at The Source,Nassau County,new york,36059,40.729687,-73.589384,1339532,468346,737411094,436460605,284.716,168.518,1.2,42.7,39.5,41.1,15.3,0.2,7.6,11.1,75.9,51.6,48.4,24.1,95.8,5.6,73,4.8,"men's clothing:1,women's clothing:1,beauty products:1,clothing:1,ice cream:1,jewelry:1,restaurant:3,candles:1, beauty products:1,women's jewelry:1,footwear:2"
298,The Waterside at Marina Del Rey,Los Angeles County,california,6037,34.196398,-118.261862,9818605,3445076,10509869649,1795012906,4057.884,693.058,1.7,35.9,33.6,34.8,10.9,0.7,13.7,8.7,67.7,50.7,49.3,32.3,94.1,21.8,50.3,5.8,"coffee:1,chocolates:1,women's clothing:1,restaurant:1"
299,Kentucky Oaks Mall,McCracken County,kentucky,21145,37.053688,-88.712378,65565,31079,644243006,50314555,248.744,19.427,2.5,43.6,40.1,41.8,16.8,0.2,0.8,11,63.4,52,48,36.6,90.8,0.7,85,8.1,"cookies:1,shoes:1,women's clothing:6,children's apparel:1,hair care:1,clothing:18,eyewear:1,women's jewelry:1,girl's clothing:1,coffee:1,sporting goods:2,plus size clothing:1,beauty products:1,children's clothing:1,diamonds:1,furniture:1,consumer electronics:1,restaurant:1,video games:1, beauty products:1,nutritional supplements:2,footwear:1"
300,Palisades Center,Rockland County,new york,36087,41.154785,-74.024772,311687,104057,449492975,66800379,173.55,25.792,1.2,38.8,34.5,36.7,13.4,0.3,6.2,11.9,74.7,51,49,25.3,95.4,5.8,73.2,5.9,"coffee:1,makeup:1,men's gifts:1,shoes:2,headwear:1,plus size clothing:2,women's clothing:5,children's apparel:3,home furnishings:2,sports apparel:1,jewelry:5,beauty products:3,hair care:2,children's clothing:1,clothing:19,maternity clothing:1,ice cream:1,women's shoes:2,department store:1,sports clothing:1,stuffed animals:1,restaurant:10,consumer electronics:2,candles:1,children's footwear:1,eyewear:2,nutritional supplements:2,telecommunication:2,women's jewelry:1,girl's clothing:1,diamonds:1,books and digital media:1,furniture:2, clothing:1,disney:1,footwear:2"
301,Westfield Hawthorn Shopping Centre,McHenry County,illinois,17111,42.324298,-88.452245,308760,116040,1562206475,19791771,603.171,7.642,2,38.8,37,38,10.1,0.3,2.5,1.1,75.4,50.1,49.9,24.6,94.1,4.3,90.1,8.6,"shoes:1,headwear:1,women's clothing:5,children's apparel:1,clothing:15,maternity clothing:1,fasion wholesale:1,jewelry:4,children's footwear:1,eyewear:2,mattress:1,women's jewelry:2,women's handbags:1,books and digital media:1, clothing:1,disney:1,personalized gifts:1,telecommunication:2,photography:1,makeup:1,beauty products:1,children's clothing:1,consumer electronics:2,stuffed animals:1,restaurant:7,candles:1,perfume:1,nutritional supplements:1"
302,Sunset Plaza,Madison County,nebraska,31119,41.909929,-97.606856,34876,15014,1483396470,7013733,572.743,2.708,1.8,38.8,35.5,37.1,14.7,1.1,0.5,1.3,63.9,50.4,49.6,36.1,92.8,7.1,88.2,8.3,"department store:1,restaurant:1,women's clothing:3,nutritional supplements:1,beauty products:1,footwear:2,clothing:2"
303,Magnolia Mall,Darlington County,south carolina,45031,34.332185,-79.962115,68681,30297,1453380435,14637405,561.153,5.652,2.4,40.8,38.2,39.6,14.3,0.3,0.3,41.6,69.9,52.6,47.4,30.1,87.6,0.9,55.9,11.7,"consumer electronics:2,video games:1,shoes:1,restaurant:3,plus size clothing:1,women's clothing:2,eyewear:1,children's apparel:3,jewelry:4,beauty products:1,footwear:1,sporting goods:2,girl's clothing:1,children's clothing:1,clothing:9,maternity clothing:1,women's shoes:1,women's jewelry:1"
304,Hillsdale Shopping Center,San Mateo County,california,6081,37.414664,-122.371542,718451,271031,1161371825,757704380,448.408,292.551,1.3,40.5,37.9,39.3,13.4,0.5,24.8,2.8,68.1,50.8,49.2,31.9,95.1,11.8,53.4,4.6,"cookies:1,men's gifts:1,shoes:2,headwear:1,denim:1,women's clothing:5,children's apparel:1,clothing:15,fasion wholesale:1,jewelry:2,chocolates:2,eyewear:2,personalized gifts:1,women's handbags:1,girl's clothing:1,books and digital media:1,disney:1,coffee:1,women's shoes:1,makeup:1,beauty products:2,children's clothing:1,furniture:1,sports clothing:1,stuffed animals:1,restaurant:6,perfume:1,nutritional supplements:1,footwear:1"
305,Fox River Mall,Outagamie County,wisconsin,55087,44.418226,-88.464988,176695,73149,1651177709,18299478,637.523,7.065,1.8,38.5,35.8,37.1,11.8,1.7,3,1,67.5,50.1,49.9,32.5,95.2,1.5,91.3,6.1,"chocolates:1,men's gifts:1,headwear:1,women's clothing:5,children's apparel:2,hair care:1,clothing:13,maternity clothing:1,ice cream:1,department store:1,jewelry:6,children's footwear:1,eyewear:1,mattress:1,personalized gifts:1,women's handbags:1,girl's clothing:1, clothing:1,women's jewelry:1,men's clothing:1,women's shoes:1,plus size clothing:2,beauty products:1,children's clothing:1,furniture:1,consumer electronics:1,stuffed animals:1,restaurant:7,video games:1,nutritional supplements:2,footwear:1"
306,Lincoln Road Pedestrian Mall,Miami-Dade County,florida,12086,25.610494,-80.499045,2496435,989435,4915061046,1381673402,1897.716,533.467,3.2,39.4,36.9,38.2,14.1,0.2,1.5,18.9,69.5,51.6,48.4,30.5,87.7,3.2,73.8,8.9,"nutritional supplements:1,coffee:1,restaurant:4,clothing:3,denim:1,perfume:1,women's clothing:5,furniture:2"
